what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631659019
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232631680019
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631687675
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631697691
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232631710362
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631714316
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1232631718206
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1232631731566
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232631740456
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631745456
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232631755566
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232631768175
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631774378
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232631788737
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1232631792331
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632077925
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632091769
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632093941
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632098347
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632100019
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632706222
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632807612
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632827519
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232632831394
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232633040456
