what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.datatools.sqltools.result,1.0.0.v200808271350,org.eclipse.datatools.sqltools.result,1232615884612
opened,view,org.eclipse.datatools.sqltools.result,1.0.0.v200808271350,org.eclipse.datatools.sqltools.result.resultView,1232615885003
activated,perspective,org.eclipse.datatools.sqltools.sqleditor,1.0.0.v200808271350,org.eclipse.datatools.sqltools.sqleditor.perspectives.EditorPerspective,1232615885034
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1232615885050
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.perspectives.showPerspective,1232615885050
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.1.v200807230727,org.eclipse.datatools.connectivity.DataSourceExplorerNavigator,1232615889206
started,bundle,org.eclipse.datatools.connectivity.oda.design.ui,3.0.7.v200808051050,org.eclipse.datatools.connectivity.oda.design.ui,1232615893331
started,bundle,org.eclipse.datatools.connectivity.oda.profile,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.profile,1232615896644
started,bundle,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1.0.1.v200806260315,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1232615896956
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232615896987
started,bundle,org.eclipse.datatools.enablement.oracle.ui,1.0.1.v200806260315,org.eclipse.datatools.enablement.oracle.ui,1232615905362
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232615916409
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232615919378
started,bundle,com.cloudgarden.jigloo,4.2.0,com.cloudgarden.jigloo,1232615924753
started,bundle,org.eclipse.wst.jsdt.core,1.0.12.v200809120228,org.eclipse.wst.jsdt.core,1232615929269
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1232615929800
started,bundle,org.eclipse.wst.jsdt.ui,1.0.12.v200809172136,org.eclipse.wst.jsdt.ui,1232615929800
started,bundle,org.eclipse.datatools.sqltools.common.ui,1.0.0.v200807211830,org.eclipse.datatools.sqltools.common.ui,1232615953159
started,bundle,org.eclipse.datatools.sqltools.plan,1.0.0.v200807211830,org.eclipse.datatools.sqltools.plan,1232615954769
started,bundle,org.eclipse.datatools.sqltools.sql,1.0.0.v200808140615,org.eclipse.datatools.sqltools.sql,1232615958909
started,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200808271350,org.eclipse.datatools.sqltools.sqlscrapbook,1232615978347
started,bundle,org.eclipse.datatools.modelbase.sql.query,1.0.1.v200807251820,org.eclipse.datatools.modelbase.sql.query,1232616002112
started,bundle,org.eclipse.emf.edit,2.4.1.v200808251517,org.eclipse.emf.edit,1232616002112
started,bundle,org.eclipse.emf.ecore.edit,2.4.1.v200808251517,org.eclipse.emf.ecore.edit,1232616002112
started,bundle,org.eclipse.datatools.modelbase.sql.query.edit,1.0.0.v200806070329,org.eclipse.datatools.modelbase.sql.query.edit,1232616002112
